date,tittle,price,huxing,area,built,chaoxiang,leibie,loucheng,zhuangxiu
发布时间：2018年12月12日,"
      翠华小区 采光好 产权清晰 送家私 可公积金 来电价格还可谈  ",79,3室2厅2卫,87平方米,2012年,南北,普通住宅,中层(共8层),精装修
发布时间：2018年12月19日,"
      （业主诚售）丽江花园丽字楼 温馨三房 业主自住单位 即约即看  ",215,3室2厅2卫,88平方米,1997年,西南,普通住宅,中层(共9层),精装修
发布时间：2018年12月10日,"
      白云汇旁 怡桂苑 精装实用三房 南北对流 真盘实价 业主急售  ",265,3室2厅2卫,95平方米,1998年,南北,普通住宅,低层(共9层),精装修
发布时间：2018年12月04日,"
      怡康花园南向3房 5小学位，  使用率非常高自住  ",135,3室2厅1卫,86平方米,2008年,南北,普通住宅,中层(共8层),精装修
发布时间：2018年11月02日,"
      真实 侨怡苑 华阳本部 三房两厅 花园中间 南北对流 很安静  ",578,3室2厅1卫,91平方米,1997年,南北,普通住宅,低层(共9层),简单装修
发布时间：2018年12月16日,"
      越秀滨海新城 近地.铁 可公积金首付免息分期 送5年管理费  ",148,3室2厅2卫,91平方米,2018年,南,普通住宅,低层(共28层),精装修
发布时间：2018年12月11日,"
      黄埔区科学城 越秀岭南山畔 东南向三方精装修 近地铁环境好  ",297,3室2厅1卫,97.6平方米,2015年,南,普通住宅,高层(共33层),精装修
发布时间：2018年11月21日,"
      东圃上品菁园 精装修三房 安静望花园 装修保养好 看房方便  ",360,3室2厅2卫,93平方米,2015年,南,普通住宅,中层(共9层),精装修
发布时间：2018年12月01日,"
      华南新城 交通方便人车分流 漂亮实用三房 近万博CDB商圈  ",276,3室2厅1卫,91平方米,2003年,北,普通住宅,中层(共11层),精装修
发布时间：2018年11月29日,"
      星河湾一期  豪华装修 保养新 三房带花园 业主诚意出售  ",500,3室2厅2卫,130平方米,2003年,北,普通住宅,低层(共9层),豪华装修
发布时间：2018年12月12日,"
      中海联睿品 内部转名 双地铁口物业 精装三房带省级学位  ",200,3室2厅2卫,96平方米,2014年,东南,普通住宅,中层(共30层),精装修
发布时间：2018年12月10日,"
      侨怡苑好房 送平台的三房 仅620 楼层好 南北通透 双阳台  ",620,3室2厅1卫,93.9平方米,2000年,南,普通住宅,低层(共9层),简单装修
发布时间：2018年12月16日,"
      (笋盘推荐）金地香山湖 全新未住 业主降价急售 可承担税费  ",130,3室2厅1卫,86.9平方米,2017年,东南,普通住宅,中层(共31层),精装修
发布时间：2018年10月14日,"
      侨林苑三期大3房带主套，二胎开放，家里有老人，业主换房，急卖  ",720,3室2厅2卫,93平方米,2005年,西南,普通住宅,低层(共31层),精装修
发布时间：2018年12月18日,"
      水韵雅庭 可按揭 万达商圈 6号线香雪地铁口 带省级学位  ",168,3室2厅1卫,86平方米,2018年,南北,普通住宅,中层(共24层),精装修
发布时间：2018年12月14日,"
      仅售290万 超实用南向3房 业主诚心出售 看房方便  ",290,3室2厅1卫,88.3平方米,2012年,东南,普通住宅,低层(共26层),豪华装修
发布时间：2018年12月08日,"
      全景看房 祈福新村翠湖居 南向三房 中间楼层 靠学校 送车位  ",310,3室2厅2卫,96平方米,2003年,南,普通住宅,中层(共6层),精装修
发布时间：2018年12月17日,"
      白云山前山宿舍 实用三房 中层南向 小区近白云山 环境好  ",200,3室2厅1卫,82平方米,1998年,南,普通住宅,中层(共6层),精装修
发布时间：2018年12月17日,"
      低首付 汇东国际地铁物业 新出南北对流三房 比市场价低50万  ",250,3室2厅2卫,112平方米,2015年,南,普通住宅,低层(共26层),豪华装修
发布时间：2018年12月17日,"
      新康花园南北通透，精装两房两厅。保养好  ",152,2室2厅1卫,88平方米,2005年,南,普通住宅,中层(共6层),精装修
发布时间：2018年12月04日,"
      保利汇海花园 实用三房 双地铁 环境优美 全新未住 高层看江  ",310,3室2厅2卫,93.8平方米,2013年,东南,普通住宅,高层(共26层),精装修
发布时间：2018年12月19日,"
      天马河1号  92平小三房 一线望河单位  业主想换房 急售  ",177,3室2厅2卫,92平方米,2011年,东南,普通住宅,低层(共20层),豪华装修
发布时间：2018年12月08日,"
      丰逸尚居 精装三房 南北通透 双地铁口 交通方便 省级名校  ",320,3室2厅2卫,98.8平方米,2012年,北,普通住宅,中层(共29层),精装修
发布时间：2018年11月23日,"
      急售 05新楼3房仅售598 安静不吵 lou王位置 近地铁  ",598,3室2厅1卫,95平方米,2005年,南,普通住宅,中层(共30层),精装修
发布时间：2018年11月27日,"
      秀丽小区  南向精装三房 业主香港发展 自住保养好[新收笋盘  ",95.7,3室2厅2卫,85平方米,2013年,南,普通住宅,中层(共18层),精装修
发布时间：2018年12月15日,"
      碧桂园玺悦 地铁物业 悦山看海 带省级教育 成熟小区 低首付  ",195,3室2厅2卫,97.1平方米,2018年,南北,普通住宅,中层(共33层),豪华装修
发布时间：2018年12月17日,"
      天伦东时区 南向三房 装修保养好 业主诚心放卖  ",340,3室2厅1卫,94.2平方米,2008年,南,普通住宅,低层(共23层),精装修
发布时间：2018年12月18日,"
      萝岗内转名单位，保利罗兰国际，中层南向3房，望花园 全新未住  ",296,3室2厅2卫,86.9平方米,2015年,东南,普通住宅,中层(共32层),精装修
发布时间：2018年12月10日,"
      有情就有家 有爱必有她 锦绣花园南区 三代同堂 增送大花园  ",238,3室2厅1卫,108平方米,2000年,东南,普通住宅,低层(共7层),精装修
发布时间：2018年12月16日,"
      龙光峰景华庭 近地铁保养及好 低于市场价 业主诚心出售  ",201,3室2厅1卫,88.1平方米,2016年,南,普通住宅,中层(共23层),精装修
发布时间：2018年12月03日,"
      天河员村 天一庄 塞拉维 小三房 总价非常低 随时看房  ",460,3室2厅1卫,88平方米,2005年,北,普通住宅,中层(共29层),精装修
发布时间：2018年12月17日,"
      保利汇海花园 东南向望花园 业主只住过2个月  ",278,3室2厅1卫,89.8平方米,2014年,东南,普通住宅,高层(共26层),精装修
发布时间：2018年12月15日,"
      全景房金丰大厦高层电梯两房 业主急售 买到即大赚 带精装  ",298,2室1厅1卫,80.8平方米,2006年,南北,普通住宅,低层(共26层),精装修
发布时间：2018年12月08日,"
      怡园小区 经典户型 南北对流 带省级怡园名校 近地铁  ",265,3室2厅1卫,86平方米,1996年,南北,普通住宅,中层(共8层),精装修
发布时间：2018年12月16日,"
      风神公社 飞鹅岭地铁口 带省级学位 首付低于市场价 来电看房  ",140,3室2厅1卫,96平方米,2010年,南北,普通住宅,中层(共10层),精装修
发布时间：2018年12月11日,"
      东圃  阳光桃源 南向三房 安静望花园  ",350,3室2厅1卫,92.4平方米,2012年,南,普通住宅,高层(共18层),精装修
发布时间：2018年11月06日,"
      越秀东坡 单合同 首付低 蝴蝶洲地铁站旁 带省级学位  ",166.3,3室2厅2卫,84.8平方米,2018年,东南,普通住宅,低层(共32层),精装修
发布时间：2018年12月13日,"
      云裳丽影 南向三房 赠20平方大露台 即买即入住 刚需小三房  ",320,3室2厅1卫,80平方米,2013年,南,普通住宅,低层(共30层),精装修
发布时间：2018年12月12日,"
      万科里享家 近地铁单合同 两房朝南户型靓 内部单位 欢迎致电  ",173,3室2厅2卫,90平方米,2013年,南,普通住宅,中层(共28层),精装修
发布时间：2018年11月20日,"
      岭南新世界 高层单边位 通风 过五年物业 少个税  ",410,3室2厅2卫,99.8平方米,2013年,东北,普通住宅,高层(共14层),精装修
发布时间：2018年12月17日,"
      东洲大厦 豪装大三房 业主42万装修  ",500,3室2厅1卫,90平方米,2003年,北,普通住宅,低层(共30层),豪华装修
发布时间：2018年12月11日,"
      万科海上明月 单合同 一线江景 开发商促销活动 送3年管理费  ",165,3室2厅2卫,88平方米,2018年,东南,普通住宅,中层(共32层),精装修
发布时间：2018年12月01日,"
      新鸿基御华园 高层东南向三房望水库 无遮挡 证够两年总价低  ",150,3室2厅1卫,95.5平方米,2016年,东南,普通住宅,高层(共31层),毛坯
发布时间：2018年12月02日,"
      中海金沙馨园二期 精装3房大阳台 证过五年 采光非常望花园  ",290,3室2厅1卫,97.4平方米,2012年,南,普通住宅,中层(共18层),精装修
发布时间：2018年11月30日,"
      不限购 天河区一手楼盘 天河星作 近地铁 花园小区 急卖  ",368,3室2厅1卫,86.6平方米,2018年,东,普通住宅,中层(共20层),精装修
发布时间：2018年11月04日,"
      全新未住 高楼南向 视野开阔  业主降价急售  ",300,3室2厅2卫,94.4平方米,2015年,南,普通住宅,高层(共26层),豪华装修
发布时间：2018年12月11日,"
      诚售置换别墅 天河骏景花园 正大三房两卫 南北对流 实地拍摄  ",445,3室2厅2卫,90平方米,2006年,南北,普通住宅,中层(共12层),精装修
发布时间：2018年12月14日,"
      （真盘实价）业主资金回笼 急出手（可以按揭贷款) 时代天韵  ",170,3室2厅2卫,89.2平方米,2017年,南,普通住宅,中层(共31层),精装修
发布时间：2018年11月15日,"
      万科物业 金色梦想 95平精装三房 户型方正实用 来电看房  ",280,3室2厅2卫,95.3平方米,2014年,南,普通住宅,中层(共33层),精装修
发布时间：2018年11月18日,"
      3D实拍锦绣半岛东区 南向三房 精装修 拎包入住 电梯高层  ",299,3室2厅1卫,91.7平方米,2012年,东南,普通住宅,高层(共30层),精装修
发布时间：2018年12月04日,"
      尚东阳光 沙村地铁 南向温馨两房 俏皮艺术风格 业主诚心放售  ",198,2室2厅1卫,86.7平方米,2015年,南,普通住宅,中层(共31层),精装修
发布时间：2018年12月14日,"
      （祥兴花园）低总价好房，产权清晰，周边配套成熟，地铁旁物业  ",120,3室2厅1卫,86平方米,2005年,南,普通住宅,中层(共18层),精装修
发布时间：2018年12月18日,"
      万科春风十里 口纯南复式 大三房 亿万城 地铁4站到天河  ",185,3室2厅2卫,98.9平方米,2017年,南,普通住宅,中层(共32层),精装修
发布时间：2018年11月13日,"
      阳光城熙悦 单合同首付三十五万 带 送六年管理费  ",140,3室2厅2卫,83.2平方米,2018年,南,普通住宅,低层(共32层),豪华装修
发布时间：2018年11月22日,"
      五山花园电梯三房 单价总价低  业主刚放盘  ",520,3室2厅1卫,92.4平方米,2006年,西南,普通住宅,高层(共16层),精装修
发布时间：2018年12月01日,"
      金沙洲广百上盖物业金名都旁山海名门南向园景三房离地铁又近一步  ",230,3室2厅1卫,90.7平方米,2013年,西南,普通住宅,中层(共32层),精装修
发布时间：2018年12月13日,"
      广州碧桂园荔园 不限购 带装修 房产清晰 价格真实 随时带看  ",119,3室2厅2卫,82平方米,2012年,南,普通住宅,中层(共20层),精装修
发布时间：2018年12月10日,"
      翡翠绿洲配套成熟 精装三房 户型格局好 过两年税费低 急售  ",188,3室2厅1卫,87.8平方米,2007年,西南,普通住宅,中层(共23层),精装修
发布时间：2018年12月14日,"
      21号线棠东站 春江花园 正规3房 安静望花园 实拍图 公交  ",390,3室2厅1卫,82平方米,2002年,南北,普通住宅,中层(共21层),精装修
发布时间：2018年12月01日,"
      广州番禺 石楼區百福园小区 低楼层大三房 均价低首付低  ",120,3室2厅2卫,95平方米,1998年,南,普通住宅,中层(共7层),精装修
发布时间：2018年12月07日,"
      翡翠绿洲 12年成熟大盘 正规三房 景观开阔  ",225,3室2厅1卫,98.7平方米,2009年,北,普通住宅,中层(共21层),精装修
发布时间：2018年12月01日,"
      保利西海岸汇海花园 证满二免重税 园林江景双景观 看房方便  ",318,3室2厅2卫,94.3平方米,2015年,东,普通住宅,高层(共26层),精装修
发布时间：2018年12月19日,"
      元会大厦 白江地铁口 带精装修 满五唯一 产权清晰 随时看房  ",85,3室2厅2卫,93平方米,2007年,东南,普通住宅,中层(共33层),精装修
发布时间：2018年12月01日,"
      车陂 城市假日花园 高层实用三房 单边位 采光通风好 近地铁  ",330,3室2厅1卫,86.2平方米,2004年,南,普通住宅,高层(共18层),精装修
发布时间：2018年12月08日,"
      急售（万科元培里）产权清晰，无抵押，周边配套成熟，地铁旁物业  ",200,3室2厅2卫,93平方米,2012年,南,普通住宅,中层(共30层),精装修
发布时间：2018年12月07日,"
      天河御品 带车位急售 中层望花园 业主我熟 诚心出售  ",350,3室2厅2卫,91.1平方米,2013年,东南,普通住宅,中层(共32层),豪华装修
